target,stance,stance_type,explanation,comment_id,comment_date
Progressives,AGAINST,EXPLICIT,I agree with the following: Criticizing education standards is counterproductive.,4280737372,2019-01-11 18:46:43
Social welfare,AGAINST,EXPLICIT,I agree with the following: Toyota didn't take tens of millions in taxpayer handouts.,4406580673,2019-04-02 16:33:14
Jobs are (available | good),FAVOR,EXPLICIT,I agree with the following: Tacoma is built right here.,4406580673,2019-04-02 16:33:14
Capitalism,AGAINST,IMPLICIT,I agree with the following: Criticism of taxpayer handouts implies opposition to corporate welfare.,4406580673,2019-04-02 16:33:14
Taxes are (good | fair),AGAINST,EXPLICIT,I agree with the following: Criticism of taxpayer handouts implies taxes are used unwisely.,4406580673,2019-04-02 16:33:14
Elites,AGAINST,IMPLICIT,I agree with the following: Criticism of companies taking taxpayer money targets elites.,4406580673,2019-04-02 16:33:14
America / USA,FAVOR,EXPLICIT,I agree with the following: Support for American jobs.,4406580673,2019-04-02 16:33:14
Economy is good,FAVOR,IMPLICIT,I agree with the following: Support for American jobs implies a good economy.,4406580673,2019-04-02 16:33:14
The government,AGAINST,IMPLICIT,I agree with the following: Criticism of taxpayer handouts implies opposition to government practices.,4406580673,2019-04-02 16:33:14
Military,AGAINST,EXPLICIT,"I agree with the following: The comment opposes foreign military intervention, as seen in the statement 'don't be trolling for American troops!'",4453113041,2019-05-07 16:17:11
Socialism / Communism,AGAINST,EXPLICIT,"I agree with the following: The comment refers to Maduro as a 'socialist dictator' and criticizes the idea of supporting another leader like him, indicating opposition to socialism.",4453113041,2019-05-07 16:17:11
America / USA,AGAINST,EXPLICIT,"I agree with the following: The comment opposes the use of 'American troops,' indicating opposition to U.S. military intervention.",4453113041,2019-05-07 16:17:11
Politicians,AGAINST,EXPLICIT,"I agree with the following: The comment criticizes Venezuelans for potentially voting in another leader like Maduro, indicating a negative view of politicians.",4453113041,2019-05-07 16:17:11
The government,AGAINST,EXPLICIT,"I agree with the following: The comment suggests that Venezuelans should 'clean up your own damn country,' indicating opposition to external government intervention.",4453113041,2019-05-07 16:17:11
Christianity,AGAINST,EXPLICIT,I agree with the following: The Pope's actions imply doubt about his alignment with Christian beliefs.,4392847976,2019-03-24 17:40:37
Muslims,AGAINST,EXPLICIT,I agree with the following: The Pope apologizing to Islam is criticized.,4392847976,2019-03-24 17:40:37
Islam,AGAINST,EXPLICIT,I agree with the following: The Pope's apology to Islam is viewed negatively.,4392847976,2019-03-24 17:40:37
Republicans (GOP),AGAINST,EXPLICIT,I agree with the following: Trump couldn't get the GOP to pony up the money for border security.,4315116596,2019-01-31 00:12:46
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: The minute a picture goes out of some National Guardsman shooting somebody trying to cross. That's it game over.,4315116596,2019-01-31 00:12:46
Military,AGAINST,EXPLICIT,I agree with the following: The minute a picture goes out of some National Guardsman shooting somebody trying to cross. That's it game over.,4315116596,2019-01-31 00:12:46
Politicians,AGAINST,EXPLICIT,I agree with the following: forcing those no good ba$tards in congress into finally doing their damn duty for once.,4315116596,2019-01-31 00:12:46
Donald Trump,AGAINST,EXPLICIT,I agree with the following: Trump couldn't get the GOP to pony up the money for border security.,4315116596,2019-01-31 00:12:46
The government,AGAINST,EXPLICIT,I agree with the following: forcing those no good ba$tards in congress into finally doing their damn duty for once.,4315116596,2019-01-31 00:12:46
Republicans (GOP),AGAINST,EXPLICIT,I agree with the following: Republicans used dirty tricks to push Thad Cochran back into the Senate.,4204483492,2018-11-20 18:23:26
Democrats,AGAINST,EXPLICIT,I agree with the following: Democrats are trying to steal the election.,4204483492,2018-11-20 18:23:26
Politicians,AGAINST,EXPLICIT,I agree with the following: Mitch McConnell is responsible for the situation.,4204483492,2018-11-20 18:23:26
Immigration / immigrants,AGAINST,EXPLICIT,"I agree with the following: The comment uses the term 'invading muslims,' which implies a negative stance towards immigration.",4414501318,2019-04-08 15:23:40
Muslims,AGAINST,EXPLICIT,"I agree with the following: The comment refers to 'invading muslims,' expressing a negative view towards Muslims.",4414501318,2019-04-08 15:23:40
Elites,AGAINST,IMPLICIT,I agree with the following: The mention of 'lecherous old CEOs' implies a negative view of elites.,4414501318,2019-04-08 15:23:40
Politicians,AGAINST,EXPLICIT,I agree with the following: Sophistry is alive and well in both senators from Utah.,4378300772,2019-03-14 16:55:13
Movies,AGAINST,EXPLICIT,I agree with the following: They stream the same nonsense that everyone else streams.,4426898568,2019-04-17 17:59:33
Media,AGAINST,EXPLICIT,I agree with the following: They stream the same nonsense that everyone else streams.,4426898568,2019-04-17 17:59:33
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: Deporting the congresswoman is counterproductive and ignores her electorate.,4534214104,2019-07-10 14:41:15
America / USA,AGAINST,EXPLICIT,I agree with the following: The action of deporting the congresswoman is harmful to the country.,4534214104,2019-07-10 14:41:15
Democrats,FAVOR,EXPLICIT,I agree with the following: The congresswoman's deportation is unjust and she was elected by her constituency.,4534214104,2019-07-10 14:41:15
Politicians,FAVOR,EXPLICIT,I agree with the following: The congresswoman was elected and should not be deported as it disregards her electorate.,4534214104,2019-07-10 14:41:15
The government,AGAINST,EXPLICIT,I agree with the following: Deporting the congresswoman is a harmful government action.,4534214104,2019-07-10 14:41:15
Muslims,FAVOR,EXPLICIT,"I agree with the following: The congresswoman, as a Muslim, should not be deported as she was elected.",4534214104,2019-07-10 14:41:15
Jobs are (available | good),AGAINST,IMPLICIT,"I agree with the following: The comment implies that without attending a prestigious school, it is harder to get good jobs, suggesting that jobs are not good or available for everyone.",4445339855,2019-05-01 16:37:32
Capitalism,AGAINST,IMPLICIT,"I agree with the following: The comment critiques the use of money and prestige to gain advantages, which can be seen as a critique of capitalist values.",4445339855,2019-05-01 16:37:32
Russia,AGAINST,IMPLICIT,"I agree with the following: The comment compares the situation to the Soviet Union, criticizing the system, implying a negative stance towards Russia or its historical context.",4445339855,2019-05-01 16:37:32
Elites,AGAINST,IMPLICIT,I agree with the following: The comment criticizes the actions of elites who bribe to get their children into prestigious schools.,4445339855,2019-05-01 16:37:32
Socialism / Communism,AGAINST,IMPLICIT,"I agree with the following: The comment compares the situation to the Soviet Union, which was a communist state, and criticizes the system.",4445339855,2019-05-01 16:37:32
Economy is good,AGAINST,IMPLICIT,"I agree with the following: The comment implies that the economy is such that people need prestigious degrees to get good jobs, suggesting the economy is not good.",4445339855,2019-05-01 16:37:32
Capitalism,AGAINST,IMPLICIT,I agree with the following: The comment implies criticism of capitalism by highlighting wealth inequality where elites have abundant resources while others may suffer.,4246880209,2018-12-18 18:01:35
Elites,AGAINST,IMPLICIT,I agree with the following: The comment criticizes elites by implying they have abundant resources while others may lack them.,4246880209,2018-12-18 18:01:35
Movies,FAVOR,EXPLICIT,"I agree with the following: The comment discusses an upcoming movie with Lena Dunham, Michael Moore, and Rosie O'Donnell, indicating support for the project.",4357304467,2019-02-27 23:09:38
Diversity,FAVOR,EXPLICIT,I agree with the following: Diversity is our strength.,4349649108,2019-02-22 17:33:01
Immigration / immigrants,AGAINST,EXPLICIT,I agree with the following: Illegal immigrants are a problem.,4349649108,2019-02-22 17:33:01
Capitalism,AGAINST,IMPLICIT,"I agree with the following: Western Union's business model exploits immigrants, which is a critique of capitalist practices.",4517798117,2019-06-27 04:35:23
Immigration / immigrants,AGAINST,IMPLICIT,I agree with the following: The exploitation of immigrants through money transfers is criticized.,4517798117,2019-06-27 04:35:23
Taxes are (good | fair),FAVOR,EXPLICIT,I agree with the following: A 70% tax on money transfers is proposed as a solution.,4517798117,2019-06-27 04:35:23
Elites,AGAINST,IMPLICIT,I agree with the following: The CEO's support for globalization is criticized as self-serving.,4517798117,2019-06-27 04:35:23
America / USA,AGAINST,IMPLICIT,I agree with the following: The critique of Western Union reflects negatively on American corporate practices.,4517798117,2019-06-27 04:35:23
Economy is good,AGAINST,IMPLICIT,I agree with the following: The economy is criticized for benefiting from exploitative practices.,4517798117,2019-06-27 04:35:23
Journalists,AGAINST,EXPLICIT,I agree with the following: Jake Tapper is lying.,4333155811,2019-02-12 00:33:17
Media,AGAINST,EXPLICIT,I agree with the following: The media is lying about the border wall.,4333155811,2019-02-12 00:33:17
Movies,FAVOR,EXPLICIT,I agree with the following: The commenter positively references the movie 'Dirty Harry' to illustrate their point about the Smollett case.,4399946266,2019-03-28 17:05:15
Police,AGAINST,EXPLICIT,"I agree with the following: The commenter suggests that the Chicago Police's actions were worse than Smollett's beating, indicating criticism.",4399946266,2019-03-28 17:05:15
Elites,AGAINST,EXPLICIT,"I agree with the following: The comment implies that elites, referred to as 'Judas and his minions,' have betrayed trust for personal gain, indicating a negative stance.",4186640286,2018-11-09 14:23:53
Politicians,AGAINST,EXPLICIT,"I agree with the following: The comment implies that politicians, referred to as 'Judas and his minions,' have betrayed trust for personal gain, indicating a negative stance.",4186640286,2018-11-09 14:23:53
Barack Obama,FAVOR,EXPLICIT,I agree with the following: Barack Obama considers Kim Jong-un a nice guy.,4484211840,2019-05-31 16:07:53
Movies,AGAINST,EXPLICIT,I agree with the following: The commenter disagrees with the direction or quality of Avengers movies.,4439113828,2019-04-26 16:19:37
Social welfare,AGAINST,EXPLICIT,I agree with the following: The use of tax money to build mosques is questionable.,4459729506,2019-05-12 16:52:59
Immigration / immigrants,AGAINST,IMPLICIT,I agree with the following: The mention of mosques could relate to immigration policies.,4459729506,2019-05-12 16:52:59
Russia,AGAINST,IMPLICIT,I agree with the following: The reference to communists implies a negative stance towards Russia.,4459729506,2019-05-12 16:52:59
Taxes are (good | fair),AGAINST,EXPLICIT,I agree with the following: The use of tax money for mosques is criticized.,4459729506,2019-05-12 16:52:59
Military,FAVOR,EXPLICIT,I agree with the following: The airmen's efforts are acknowledged positively.,4459729506,2019-05-12 16:52:59
Diversity,AGAINST,IMPLICIT,I agree with the following: The mosque funding relates to diversity policies.,4459729506,2019-05-12 16:52:59
Socialism / Communism,AGAINST,IMPLICIT,I agree with the following: The doubt about past actions against communists is expressed.,4459729506,2019-05-12 16:52:59
America / USA,FAVOR,EXPLICIT,I agree with the following: The U.S. airmen's efforts are acknowledged positively.,4459729506,2019-05-12 16:52:59
